roll_number,majority,congress,session,chamber,rollcall_num,legis_num,vote_question,amendment_num,amendment_author,vote_type,vote_result,action_date,vote_desc,action_time_etz,action_time,republican_yeas,republican_nays,republican_present,republican_not_voting,democratic_yeas,democratic_nays,democratic_present,democratic_not_voting,independent_yeas,independent_nays,independent_present,independent_not_voting,D_yea_pct,R_yea_pct
100,R,118,1st,U.S. House of Representatives,100,H R 382,On Passage,,,YEA-AND-NAY,Passed,31-Jan-2023,Pandemic is Over Act,17:39,5:39 PM,220,0,0,2,0,210,0,2,0,0,0,0,0.0,1.0
102,R,118,1st,U.S. House of Representatives,102,H RES 83,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,1-Feb-2023,Providing for consideration of the concurrent resolution (H. Con. Res. 9) denouncing the horrors of Socialism; and providing for consideration of the resolution (H. Res. 76) removing a certain member from a certain standing committee of the House,14:03,2:03 PM,218,0,0,4,0,209,0,3,0,0,0,0,0.0,1.0
103,R,118,1st,U.S. House of Representatives,103,H R 139,On Passage,,,YEA-AND-NAY,Passed,1-Feb-2023,SHOW UP Act,16:54,4:54 PM,218,1,0,2,3,205,0,4,0,0,0,0,0.014423076923076924,0.9954337899543378
104,R,118,1st,U.S. House of Representatives,104,H J RES 7,On Passage,,,YEA-AND-NAY,Passed,1-Feb-2023,"Relating to a national emergency declared by the President on March 13, 2020",17:05,5:05 PM,218,0,0,3,11,197,0,4,0,0,0,0,0.052884615384615384,1.0
105,R,118,1st,U.S. House of Representatives,105,H RES 76,On Agreeing to the Resolution,,,YEA-AND-NAY,Passed,2-Feb-2023,Removing a certain Member from a certain standing committee of the House,12:27,12:27 PM,218,0,1,3,0,211,0,1,0,0,0,0,0.0,1.0
106,R,118,1st,U.S. House of Representatives,106,H CON RES 9,On Agreeing to the Resolution,,,YEA-AND-NAY,Passed,2-Feb-2023,Denouncing the horrors of socialism,12:36,12:36 PM,219,0,0,3,109,86,14,3,0,0,0,0,0.558974358974359,1.0
109,R,118,1st,U.S. House of Representatives,109,H RES 97,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,7-Feb-2023,"Providing for consideration of H.R. 185, To terminate the requirement imposed by the Dir. of the CDC for proof of COVID-19 vaccination for foreign travelers; H.J. Res. 24, Disapproving the action of the DC Council in approving the Local Voting Rights Amendment; H.J. Res. 26, Disapproving the action of the DC Council",14:01,2:01 PM,216,0,0,6,1,208,0,3,0,0,0,0,0.004784688995215311,1.0
110,R,118,1st,,110,H R 185,On Agreeing to the Amendment,1.0,McGovern of Massachusetts Amendment No. 1,RECORDED VOTE,Failed,8-Feb-2023,,16:24,4:24 PM,0,222,0,3,210,0,0,5,0,0,0,0,1.0,0.0
111,R,118,1st,,111,H R 185,On Agreeing to the Amendment,2.0,Boebert of Colorado Amendment No. 2,RECORDED VOTE,Agreed to,8-Feb-2023,,16:28,4:28 PM,215,1,0,9,38,167,0,10,0,0,0,0,0.18536585365853658,0.9953703703703703
112,R,118,1st,,112,H R 185,On Agreeing to the Amendment,3.0,Golden of Maine Amendment No. 3,RECORDED VOTE,Failed,8-Feb-2023,,16:32,4:32 PM,0,219,0,6,207,1,0,7,0,0,0,0,0.9951923076923077,0.0
113,R,118,1st,,113,H R 185,On Agreeing to the Amendment,4.0,Rose of Tennessee Amendment No. 4,RECORDED VOTE,Agreed to,8-Feb-2023,,16:36,4:36 PM,222,1,0,2,204,7,0,4,0,0,0,0,0.966824644549763,0.9955156950672646
114,R,118,1st,,114,H R 185,On Agreeing to the Amendment,5.0,Torres of California Amendment No. 5,RECORDED VOTE,Failed,8-Feb-2023,,16:41,4:41 PM,0,223,0,2,209,1,0,5,0,0,0,0,0.9952380952380953,0.0
116,R,118,1st,U.S. House of Representatives,116,H R 185,On Passage,,,YEA-AND-NAY,Passed,8-Feb-2023,"To terminate the requirement imposed by the Director of the Centers for Disease Control and Prevention for proof of COVID-19 vaccination for foreign travelers, and for other purposes",16:55,4:55 PM,220,0,0,2,7,201,0,4,0,0,0,0,0.03365384615384615,1.0
118,R,118,1st,U.S. House of Representatives,118,H J RES 24,On Passage,,,YEA-AND-NAY,Passed,9-Feb-2023,Disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022,11:30,11:30 AM,218,0,0,4,42,162,0,8,0,0,0,0,0.20588235294117646,1.0
119,R,118,1st,U.S. House of Representatives,119,H J RES 26,On Passage,,,YEA-AND-NAY,Passed,9-Feb-2023,Disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act,11:37,11:37 AM,219,0,0,3,31,173,0,8,0,0,0,0,0.15196078431372548,1.0
123,R,118,1st,U.S. House of Representatives,123,H RES 166,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,28-Feb-2023,"Providing for consideration of (H.R. 347) Reduce Exacerbated Inflation Negatively Impacting the Nation Act; (H.J.Res. 30) congressional disapproval under chapter 8 of tile 5, U.S.C., of the rule submitted by the Dept. of Labor relating to Prudence &amp; Loyalty in Selecting Plan Investments &amp; Exercising Shareholder Rights",14:01,2:01 PM,216,0,0,6,0,205,0,7,0,0,0,0,0.0,1.0
124,R,118,1st,U.S. House of Representatives,124,H J RES 30,On Passage,,,YEA-AND-NAY,Passed,28-Feb-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to âPrudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rightsâ",17:16,5:16 PM,215,0,0,6,1,204,0,7,0,0,0,0,0.004878048780487805,1.0
125,R,118,1st,,125,H R 347,On Agreeing to the Amendment,1.0,Bost of Illinois Amendment No. 1,RECORDED VOTE,Agreed to,1-Mar-2023,,10:37,10:37 AM,209,0,0,15,115,83,0,17,0,0,0,0,0.5808080808080808,1.0
126,R,118,1st,,126,H R 347,On Agreeing to the Amendment,3.0,Boebert of Colorado Amendment No. 3,RECORDED VOTE,Agreed to,1-Mar-2023,,10:43,10:43 AM,212,0,0,12,174,31,0,10,0,0,0,0,0.848780487804878,1.0
127,R,118,1st,,127,H R 347,On Agreeing to the Amendment,5.0,Jackson Lee of Texas Amendment No. 6,RECORDED VOTE,Failed,1-Mar-2023,,10:47,10:47 AM,0,214,0,10,181,22,0,12,0,0,0,0,0.8916256157635468,0.0
128,R,118,1st,,128,H R 347,On Agreeing to the Amendment,6.0,Jackson Lee of Texas Amendment No. 7,RECORDED VOTE,Failed,1-Mar-2023,,10:50,10:50 AM,0,217,0,7,187,15,0,13,0,0,0,0,0.9257425742574258,0.0
129,R,118,1st,,129,H R 347,On Agreeing to the Amendment,8.0,Lee of Nevada Amendment No. 9,RECORDED VOTE,Agreed to,1-Mar-2023,,10:55,10:55 AM,160,56,0,8,204,0,0,11,0,0,0,0,1.0,0.7407407407407407
130,R,118,1st,,130,H R 347,On Agreeing to the Amendment,13.0,Roy of Texas Amendment No. 14,RECORDED VOTE,Failed,1-Mar-2023,,11:04,11:04 AM,199,20,0,5,0,206,0,9,0,0,0,0,0.0,0.908675799086758
131,R,118,1st,U.S. House of Representatives,131,H R 347,On Passage,,,RECORDED VOTE,Passed,1-Mar-2023,Reduce Exacerbated Inflation Negatively Impacting the Nation Act,11:14,11:14 AM,213,4,0,5,59,144,0,9,0,0,0,0,0.29064039408866993,0.9815668202764977
135,R,118,1st,U.S. House of Representatives,135,H RES 199,"On Agreeing to the Resolution, as Amended",,,RECORDED VOTE,Passed,8-Mar-2023,Providing for consideration of the bill (H.R. 140) the Protecting Speech from Government Interference Act; consideration of the resolution (H.J. Res. 27) relating to Revised Definition of Waters of the United States; consideration of the bill (S.619) the COVID-19 Origin Act; and for other purposes,14:02,2:02 PM,216,0,0,5,0,206,0,7,0,0,0,0,0.0,1.0
136,R,118,1st,U.S. House of Representatives,136,H CON RES 21,On Agreeing to the Resolution,,,YEA-AND-NAY,Failed,8-Mar-2023,"Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the United States Armed Forces from Syria",17:56,5:56 PM,47,171,0,4,56,150,0,7,0,0,0,0,0.27184466019417475,0.21559633027522937
138,R,118,1st,,138,H R 140,On Agreeing to the Amendment,4.0,Perry of Pennsylvania Amendment No. 4,RECORDED VOTE,Failed,8-Mar-2023,,18:12,6:12 PM,205,16,0,3,2,207,0,7,0,0,0,0,0.009569377990430622,0.9276018099547512
139,R,118,1st,,139,H R 140,On Agreeing to the Amendment,6.0,Jackson Lee of Texas Amendment No. 6,RECORDED VOTE,Failed,8-Mar-2023,,18:17,6:17 PM,0,220,0,4,209,1,0,6,0,0,0,0,0.9952380952380953,0.0
141,R,118,1st,U.S. House of Representatives,141,H R 140,On Passage,,,YEA-AND-NAY,Passed,9-Mar-2023,Protecting Speech from Government Interference Act,16:37,4:37 PM,219,0,0,2,0,206,0,7,0,0,0,0,0.0,1.0
142,R,118,1st,U.S. House of Representatives,142,H J RES 27,On Passage,,,YEA-AND-NAY,Passed,9-Mar-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Army, Corps of Engineers, Department of Defense and the Environmental Protection Agency relating to âRevised Definition of âWaters of the United Statesâ â",16:44,4:44 PM,218,1,0,2,9,197,0,7,0,0,0,0,0.043689320388349516,0.9954337899543378
143,R,118,1st,U.S. House of Representatives,143,S 619,On Passage,,,YEA-AND-NAY,Passed,10-Mar-2023,COVID-19 Origin Act,10:25,10:25 AM,215,0,0,7,204,0,0,9,0,0,0,0,1.0,1.0
147,R,118,1st,U.S. House of Representatives,147,H RES 241,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,23-Mar-2023,Providing for consideration of the bill (H.R. 5) Parents Bill of Rights Act,14:08,2:08 PM,218,0,0,4,0,205,0,8,0,0,0,0,0.0,1.0
149,R,118,1st,U.S. House of Representatives,149,H J RES 30,"Passage, Objections of the President To The Contrary Notwithstanding",,,2/3 YEA-AND-NAY,Failed,23-Mar-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to âPrudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rightsâ",18:03,6:03 PM,218,0,0,3,1,200,0,12,0,0,0,0,0.004975124378109453,1.0
150,R,118,1st,,150,H R 5,On Agreeing to the Amendment,5.0,Bonamici of Oregon Amendment No. 5,RECORDED VOTE,Failed,23-Mar-2023,,18:09,6:09 PM,0,222,0,2,203,1,0,12,0,0,0,0,0.9950980392156863,0.0
151,R,118,1st,,151,H R 5,On Agreeing to the Amendment,6.0,Crane of Arizona Amendment No. 6,RECORDED VOTE,Failed,23-Mar-2023,,18:13,6:13 PM,60,161,0,3,1,204,0,11,0,0,0,0,0.004878048780487805,0.27149321266968324
152,R,118,1st,,152,H R 5,On Agreeing to the Amendment,7.0,Davidson of Ohio Amendment No. 7,RECORDED VOTE,Failed,23-Mar-2023,,18:18,6:18 PM,89,133,0,2,0,205,0,11,0,0,0,0,0.0,0.4009009009009009
153,R,118,1st,,153,H R 5,On Agreeing to the Amendment,8.0,Fitzpatrick of Pennsylvania Amendment No. 8,RECORDED VOTE,Agreed to,23-Mar-2023,,18:22,6:22 PM,189,31,0,4,197,8,0,11,0,0,0,0,0.9609756097560975,0.8590909090909091
154,R,118,1st,,154,H R 5,On Agreeing to the Amendment,10.0,Green of Tennessee Amendment No. 10,RECORDED VOTE,Agreed to,24-Mar-2023,,10:26,10:26 AM,216,3,0,5,204,2,0,10,0,0,0,0,0.9902912621359223,0.9863013698630136
155,R,118,1st,,155,H R 5,On Agreeing to the Amendment,12.0,Jacobs of California Amendment No. 13,RECORDED VOTE,Failed,24-Mar-2023,,10:30,10:30 AM,1,217,0,7,202,0,0,14,0,0,0,0,1.0,0.0045871559633027525
156,R,118,1st,,156,H R 5,On Agreeing to the Amendment,14.0,Massie of Kentucky Amendment No. 15,RECORDED VOTE,Failed,24-Mar-2023,,10:34,10:34 AM,161,60,0,4,0,205,0,11,0,0,0,0,0.0,0.7285067873303167
157,R,118,1st,,157,H R 5,On Agreeing to the Amendment,16.0,McCormick of Georgia Amendment No. 17,RECORDED VOTE,Failed,24-Mar-2023,,10:38,10:38 AM,104,115,0,5,3,202,0,11,0,0,0,0,0.014634146341463415,0.4748858447488584
158,R,118,1st,,158,H R 5,On Agreeing to the Amendment,18.0,Roy of Texas Amendment No. 19,RECORDED VOTE,Failed,24-Mar-2023,,10:42,10:42 AM,113,105,0,6,0,206,0,10,0,0,0,0,0.0,0.518348623853211
159,R,118,1st,,159,H R 5,On Agreeing to the Amendment,19.0,Roy of Texas Amendment No. 20,RECORDED VOTE,Failed,24-Mar-2023,,10:46,10:46 AM,83,126,0,15,0,205,0,11,0,0,0,0,0.0,0.39712918660287083
161,R,118,1st,U.S. House of Representatives,161,H R 5,On Passage,,,RECORDED VOTE,Passed,24-Mar-2023,Parents Bill of Rights Act,11:02,11:02 AM,213,5,0,4,0,203,0,10,0,0,0,0,0.0,0.9770642201834863
166,R,118,1st,U.S. House of Representatives,166,H RES 260,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,28-Mar-2023,Providing for consideration of the bill (H.R. 1) the Lower Energy Costs Act,14:05,2:05 PM,218,0,0,3,0,203,0,10,0,0,0,0,0.0,1.0
167,R,118,1st,,167,H R 1,On Agreeing to the Amendment,2.0,Boebert of Colorado Part B Amendment No. 2,RECORDED VOTE,Agreed to,29-Mar-2023,,18:01,6:01 PM,221,3,0,0,0,205,0,11,0,0,0,0,0.0,0.9866071428571429
168,R,118,1st,,168,H R 1,On Agreeing to the Amendment,5.0,Hern of Oklahoma Part B Amendment No. 5,RECORDED VOTE,Agreed to,29-Mar-2023,,18:07,6:07 PM,221,3,0,0,7,203,0,6,0,0,0,0,0.03333333333333333,0.9866071428571429
169,R,118,1st,,169,H R 1,On Agreeing to the Amendment,7.0,Jackson of Texas Part B Amendment No. 7,RECORDED VOTE,Agreed to,29-Mar-2023,,18:13,6:13 PM,224,0,0,0,21,189,0,6,0,0,0,0,0.1,1.0
170,R,118,1st,,170,H R 1,On Agreeing to the Amendment,9.0,Molinaro of New York Part B Amendment No. 9,RECORDED VOTE,Agreed to,29-Mar-2023,,18:17,6:17 PM,220,1,0,3,48,162,0,6,0,0,0,0,0.22857142857142856,0.995475113122172
171,R,118,1st,,171,H R 1,On Agreeing to the Amendment,10.0,Palmer of Alabama Part B Amendment No. 10,RECORDED VOTE,Agreed to,29-Mar-2023,,18:22,6:22 PM,222,0,0,2,29,181,0,6,0,0,0,0,0.1380952380952381,1.0
172,R,118,1st,,172,H R 1,On Agreeing to the Amendment,11.0,Perry of Pennsylvania Part B Amendment No. 11,RECORDED VOTE,Failed,29-Mar-2023,,18:27,6:27 PM,209,15,0,0,1,208,0,7,0,0,0,0,0.004784688995215311,0.9330357142857143
173,R,118,1st,,173,H R 1,On Agreeing to the Amendment,12.0,Perry of Pennsylvania Part B Amendment No. 12,RECORDED VOTE,Failed,29-Mar-2023,,18:31,6:31 PM,93,129,0,2,3,207,0,6,0,0,0,0,0.014285714285714285,0.4189189189189189
174,R,118,1st,,174,H R 1,On Agreeing to the Amendment,19.0,Westerman of Arkansas Part B Amendment No. 20,RECORDED VOTE,Agreed to,30-Mar-2023,,11:01,11:01 AM,223,0,0,1,184,26,0,6,0,0,0,0,0.8761904761904762,1.0
175,R,118,1st,,175,H R 1,On Agreeing to the Amendment,24.0,Leger Fernandez of New Mexico Part B Amendment No. 25,RECORDED VOTE,Agreed to,30-Mar-2023,,11:05,11:05 AM,115,109,0,0,208,0,0,8,0,0,0,0,1.0,0.5133928571428571
176,R,118,1st,,176,H R 1,On Agreeing to the Amendment,25.0,Levin of California Part B Amendment No. 26,RECORDED VOTE,Failed,30-Mar-2023,,11:10,11:10 AM,0,224,0,0,205,4,0,7,0,0,0,0,0.9808612440191388,0.0
177,R,118,1st,,177,H R 1,On Agreeing to the Amendment,30.0,Ogles of Tennessee Part B Amendment No. 31,RECORDED VOTE,Agreed to,30-Mar-2023,,11:14,11:14 AM,223,0,0,1,182,24,0,10,0,0,0,0,0.883495145631068,1.0
178,R,118,1st,,178,H R 1,On Agreeing to the Amendment,33.0,Perry of Pennsylvania Part B Amendment No. 34,RECORDED VOTE,Failed,30-Mar-2023,,11:17,11:17 AM,201,22,0,1,0,208,0,8,0,0,0,0,0.0,0.9013452914798207
179,R,118,1st,,179,H R 1,On Agreeing to the Amendment,34.0,Smith of New Jersey Part B Amendment No. 35,RECORDED VOTE,Agreed to,30-Mar-2023,,11:22,11:22 AM,215,8,0,1,29,181,0,6,0,0,0,0,0.1380952380952381,0.9641255605381166
180,R,118,1st,,180,H R 1,On Agreeing to the Amendment,35.0,Van Drew of New Jersey Part B Amendment No. 36,RECORDED VOTE,Agreed to,30-Mar-2023,,11:27,11:27 AM,214,9,0,1,6,204,0,6,0,0,0,0,0.02857142857142857,0.9596412556053812
182,R,118,1st,U.S. House of Representatives,182,H R 1,On Passage,,,YEA-AND-NAY,Passed,30-Mar-2023,Lower Energy Costs Act,11:43,11:43 AM,221,1,0,0,4,203,0,6,0,0,0,0,0.01932367149758454,0.9954954954954955
186,R,118,1st,U.S. House of Representatives,186,H RES 298,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,18-Apr-2023,Providing for consideration of the bill (H.R. 734) Protection of Women and Girls in Sports Act and providing for consideration of the joint resolution (H.J.Res 42) disapproving the action of the District of Columbia Council in approving the Comprehensive Policing and Justice Reform Amendment Act of 2022,14:06,2:06 PM,217,0,0,4,0,202,0,11,0,0,0,0,0.0,1.0
187,R,118,1st,U.S. House of Representatives,187,H J RES 27,"Passage, Objections of the President To The Contrary Notwithstanding",,,2/3 YEA-AND-NAY,Failed,18-Apr-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Army, Corps of Engineers, Department of Defense and the Environmental Protection Agency relating to âRevised Definition of âWaters of the United Statesâ â",17:29,5:29 PM,217,1,0,3,10,195,0,8,0,0,0,0,0.04878048780487805,0.9954128440366973
188,R,118,1st,U.S. House of Representatives,188,H J RES 42,On Passage,,,YEA-AND-NAY,Passed,19-Apr-2023,Disapproving the action of the District of Columbia Council in approving the Comprehensive Policing and Justice Reform Amendment Act,16:59,4:59 PM,215,0,0,7,14,189,0,10,0,0,0,0,0.06896551724137931,1.0
190,R,118,1st,,190,H R 734,On Agreeing to the Amendment,1.0,Mace of South Carolina Amendment No. 1,RECORDED VOTE,Agreed to,20-Apr-2023,,10:30,10:30 AM,216,3,0,5,0,202,0,14,0,0,0,0,0.0,0.9863013698630136
192,R,118,1st,U.S. House of Representatives,192,H R 734,On Passage,,,YEA-AND-NAY,Passed,20-Apr-2023,Protection of Women and Girls in Sports Act,10:50,10:50 AM,219,0,0,3,0,203,0,10,0,0,0,0,0.0,1.0
196,R,118,1st,U.S. House of Representatives,196,H RES 327,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,26-Apr-2023,"Providing for consideration of the bill (H.R. 2811) Limit, Save, Grow Act, and providing for consideration of (H.J.Res.39) disapproving the rule submitted by the Dept. of Commerce relating to âProcedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord With Presidential Proclamation 10414â",14:07,2:07 PM,219,0,0,2,0,210,0,3,0,0,0,0,0.0,1.0
199,R,118,1st,U.S. House of Representatives,199,H R 2811,On Passage,,,YEA-AND-NAY,Passed,26-Apr-2023,"Limit, Save, Grow Act",17:44,5:44 PM,217,4,0,1,0,211,0,2,0,0,0,0,0.0,0.9819004524886877
201,R,118,1st,U.S. House of Representatives,201,H CON RES 30,On Agreeing to the Resolution,,,YEA-AND-NAY,Failed,27-Apr-2023,"Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove all United States Armed Forces, other than United States Armed Forces assigned to protect the United States Embassy, from Somalia",16:32,4:32 PM,52,165,0,4,50,156,0,7,0,0,0,0,0.24271844660194175,0.23963133640552994
202,R,118,1st,U.S. House of Representatives,202,H J RES 39,On Passage,,,YEA-AND-NAY,Passed,28-Apr-2023,"Disapproving the rule submitted by the Department of Commerce relating to âProcedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord with Presidential Proclamation 10414â",10:26,10:26 AM,209,8,0,5,12,194,0,7,0,0,0,0,0.05825242718446602,0.9631336405529954
206,R,118,1st,U.S. House of Representatives,206,H RES 383,On Agreeing to the Amendment,1.0,Roy of Texas Amendment,RECORDED VOTE,Agreed to,10-May-2023,,17:59,5:59 PM,214,2,0,6,22,188,0,3,0,0,0,0,0.10476190476190476,0.9907407407407407
207,R,118,1st,U.S. House of Representatives,207,H RES 383,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,10-May-2023,Providing for consideration of the bill (H.R. 2) Secure the Border Act and providing for consideration of the bill (H.R. 1163) Protecting Taxpayers and Victims of Unemployment Fraud Act,18:17,6:17 PM,215,0,0,7,0,209,0,4,0,0,0,0,0.0,1.0
209,R,118,1st,U.S. House of Representatives,209,H R 2,On Passage,,,YEA-AND-NAY,Passed,11-May-2023,Secure the Border Act,16:19,4:19 PM,219,2,0,1,0,211,0,2,0,0,0,0,0.0,0.9909502262443439
211,R,118,1st,U.S. House of Representatives,211,H R 1163,On Passage,,,RECORDED VOTE,Passed,11-May-2023,Protecting Taxpayers and Victims of Unemployment Fraud Act,16:33,4:33 PM,220,0,0,2,10,200,0,3,0,0,0,0,0.047619047619047616,1.0
216,R,118,1st,U.S. House of Representatives,216,H RES 398,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,16-May-2023,Providing for consideration of (H.R. 2494) the POLICE Act; (H.R. 3091) the Federal Law Enforcement Officer Service Weapon Purchase Act; and (H. Con. Res. 40) Expressing support for local law enforcement officers and condemning efforts to defund or dismantle local law enforcement agencies,14:11,2:11 PM,218,0,0,3,4,203,0,6,0,0,0,0,0.01932367149758454,1.0
218,R,118,1st,,218,H R 3091,On Agreeing to the Amendment,1.0,Jacobs of California Part B Amendment No. 1,RECORDED VOTE,Failed,17-May-2023,,17:41,5:41 PM,2,219,0,3,214,0,0,2,0,0,0,0,1.0,0.00904977375565611
219,R,118,1st,,219,H R 3091,On Agreeing to the Amendment,2.0,McCormick of Georgia Part B Amendment No. 2,RECORDED VOTE,Agreed to,17-May-2023,,17:47,5:47 PM,215,3,0,6,33,181,0,2,0,0,0,0,0.1542056074766355,0.9862385321100917
220,R,118,1st,,220,H R 3091,On Agreeing to the Amendment,3.0,Luttrell of Texas Part B Amendment No. 3,RECORDED VOTE,Agreed to,17-May-2023,,17:51,5:51 PM,219,1,0,4,13,201,0,2,0,0,0,0,0.06074766355140187,0.9954545454545455
221,R,118,1st,,221,H R 3091,On Agreeing to the Amendment,4.0,Rosendale of Montana Part B Amendment No. 4,RECORDED VOTE,Agreed to,17-May-2023,,18:01,6:01 PM,218,3,0,4,0,214,0,2,0,0,0,0,0.0,0.9864253393665159
222,R,118,1st,U.S. House of Representatives,222,H R 3091,On Passage,,,RECORDED VOTE,Passed,17-May-2023,Federal Law Enforcement Officer Service Weapon Purchase Act,18:09,6:09 PM,219,0,0,2,13,198,0,2,0,0,0,0,0.061611374407582936,1.0
223,R,118,1st,,223,H R 2494,On Agreeing to the Amendment,1.0,Boebert of Colorado Part A Amendment No. 1,RECORDED VOTE,Agreed to,17-May-2023,,18:15,6:15 PM,219,0,0,5,84,126,0,6,0,0,0,0,0.4,1.0
224,R,118,1st,,224,H R 2494,On Agreeing to the Amendment,2.0,Correa of California Part A Amendment No. 2,RECORDED VOTE,Failed,17-May-2023,,18:21,6:21 PM,1,219,0,5,208,6,0,2,0,0,0,0,0.9719626168224299,0.004545454545454545
225,R,118,1st,U.S. House of Representatives,225,H R 2494,On Passage,,,RECORDED VOTE,Passed,17-May-2023,POLICE Act,18:29,6:29 PM,219,0,0,3,36,175,0,2,0,0,0,0,0.17061611374407584,1.0
226,R,118,1st,U.S. House of Representatives,226,H CON RES 40,On Agreeing to the Amendment,1.0,DâEsposito of New York Part C Amendment No. 1,YEA-AND-NAY,Agreed to,18-May-2023,,10:43,10:43 AM,206,10,0,5,62,146,0,5,0,0,0,0,0.2980769230769231,0.9537037037037037
227,R,118,1st,U.S. House of Representatives,227,H CON RES 40,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,18-May-2023,Expressing support for local law enforcement officers and condemning efforts to defund or dismantle local law enforcement agencies,10:53,10:53 AM,214,2,0,5,87,117,3,6,0,0,0,0,0.4264705882352941,0.9907407407407407
231,R,118,1st,U.S. House of Representatives,231,H RES 429,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,23-May-2023,"Providing for consideration of the bill (H.R. 467) HALT Fentanyl Act; S.J.Res. 11, Congressional Disapproval âControl of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standardsâ; and H.J.Res. 45, Congressional Disapproval âWaivers and Modifications of Federal Student Loansâ",14:08,2:08 PM,216,0,0,6,1,204,0,8,0,0,0,0,0.004878048780487805,1.0
232,R,118,1st,U.S. House of Representatives,232,S J RES 11,On Passage,,,YEA-AND-NAY,Passed,23-May-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to âControl of Air Pollution From New Motor Vehicles: Heavy-Duty Engine and Vehicle Standardsâ",16:30,4:30 PM,217,1,0,3,4,202,0,7,0,0,0,0,0.019417475728155338,0.9954128440366973
233,R,118,1st,U.S. House of Representatives,233,H J RES 39,"Passage, Objections of the President To The Contrary Notwithstanding",,,2/3 YEA-AND-NAY,Failed,24-May-2023,"Disapproving the rule submitted by the Department of Commerce relating to âProcedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord with Presidential Proclamation 10414â",17:03,5:03 PM,206,8,0,8,8,197,0,8,0,0,0,0,0.03902439024390244,0.9626168224299065
234,R,118,1st,U.S. House of Representatives,234,H J RES 45,On Passage,,,YEA-AND-NAY,Passed,24-May-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to âWaivers and Modifications of Federal Student Loansâ",17:11,5:11 PM,216,0,0,6,2,203,0,8,0,0,0,0,0.00975609756097561,1.0
236,R,118,1st,,236,H R 467,On Agreeing to the Amendment,3.0,Pettersen of Colorado Amendment No. 3,RECORDED VOTE,Failed,25-May-2023,,10:14,10:14 AM,0,216,0,9,190,17,0,9,0,0,0,0,0.9178743961352657,0.0
237,R,118,1st,U.S. House of Representatives,237,H R 467,On Passage,,,YEA-AND-NAY,Passed,25-May-2023,HALT Fentanyl Act,10:28,10:28 AM,215,1,0,6,74,132,0,7,0,0,0,0,0.3592233009708738,0.9953703703703703
241,R,118,1st,U.S. House of Representatives,241,H RES 456,On Agreeing to the Resolution,,,YEA-AND-NAY,Passed,31-May-2023,"Providing for consideration of H.R. 3746, the Fiscal Responsibility Act of 2023",16:25,4:25 PM,189,29,0,4,52,158,0,3,0,0,0,0,0.24761904761904763,0.8669724770642202
243,R,118,1st,U.S. House of Representatives,243,H R 3746,On Passage,,,RECORDED VOTE,Passed,31-May-2023,Fiscal Responsibility Act,21:21,9:21 PM,149,71,0,2,165,46,0,2,0,0,0,0,0.7819905213270142,0.6772727272727272
248,R,118,1st,U.S. House of Representatives,248,H RES 463,On Agreeing to the Resolution,,,RECORDED VOTE,Failed,6-Jun-2023,Providing for consideration of the bill (H.R. 277) REINS Act; providing for consideration of the bill (H.R. 288) Separation of Powers Restoration Act; providing for consideration of the bill (H.R. 1615) Gas Stove Protection and Freedom Act; and providing for consideration of the bill (H.R. 1640) Save Our Stoves Act,14:48,2:48 PM,206,12,0,4,0,208,0,4,0,0,0,0,0.0,0.944954128440367
