Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Spouse,GANPX,Goldman Sachs Short Duration Tax Free Fund Class,Purchase,01/18/2023,"$15,001 - $50,000",n/a
Spouse,GMCPX,Goldman Sachs Short Duration Bond Fund Class P S,Purchase,01/18/2023,"$100,001 - $250,000",n/a
Spouse,GMDPX,Goldman Sachs Short Duration Government Fund Cla,Purchase,01/18/2023,"$100,001 - $250,000",n/a
Spouse,GGLPX,Goldman Sachs High Yield Municipal Fund Class P,Purchase,01/18/2023,"$15,001 - $50,000",n/a
Spouse,GGNPX,Goldman Sachs High Yield Floating Rate Fund Clas,Purchase,01/18/2023,"$15,001 - $50,000",n/a
Spouse,SPY,S&P 500 SPDR,Purchase,01/19/2023,"$50,001 - $100,000",n/a
Spouse,GSWPX,Goldman Sachs Small/Mid Cap Growth Fund Class P,Purchase,01/19/2023,"$1,001 - $15,000",n/a
Spouse,GGFPX,Goldman Sachs International Equity Insights Fund,Purchase,01/19/2023,"$1,001 - $15,000",n/a
Spouse,ACWX,iShares MSCI ACWI ex U.S. ETF,Purchase,01/19/2023,"$1,001 - $15,000",n/a
Spouse,GMCPX,Goldman Sachs Short Duration Bond Fund Class P S,Purchase,01/31/2023,"$100,001 - $250,000",n/a
Spouse,GMDPX,Goldman Sachs Short Duration Government Fund Cla,Purchase,01/31/2023,"$100,001 - $250,000",n/a
Spouse,SPY,S&P 500 SPDR,Purchase,02/01/2023,"$15,001 - $50,000",n/a
Spouse,GSWPX,Goldman Sachs Small/Mid Cap Growth Fund Class P,Purchase,02/01/2023,"$1,001 - $15,000",n/a
Spouse,GGFPX,Goldman Sachs International Equity Insights Fund,Purchase,02/01/2023,"$1,001 - $15,000",n/a
Spouse,ACWX,iShares MSCI ACWI ex U.S. ETF,Purchase,02/01/2023,"$1,001 - $15,000",n/a
Spouse,GMCPX,Goldman Sachs Short Duration Bond Fund Class P S,Purchase,05/08/2023,"$15,001 - $50,000",n/a
Spouse,GMDPX,Goldman Sachs Short Duration Government Fund Cla,Purchase,05/08/2023,"$15,001 - $50,000",n/a
Spouse,SPY,S&P 500 SPDR,Purchase,05/09/2023,"$1,001 - $15,000",n/a
Spouse,GGFPX,Goldman Sachs International Equity Insights Fund,Purchase,05/09/2023,"$1,001 - $15,000",n/a
Spouse,SPY,S&P 500 SPDR,Purchase,05/11/2023,"$1,001 - $15,000",n/a
Spouse,GGFPX,Goldman Sachs International Equity Insights Fund,Purchase,05/11/2023,"$1,001 - $15,000",n/a
Spouse,SPY,S&P 500 SPDR,Purchase,05/23/2023,"$15,001 - $50,000",n/a
Spouse,GGFPX,Goldman Sachs International Equity Insights Fund,Purchase,05/23/2023,"$1,001 - $15,000",n/a
