roll_number,member_full,first_name,last_name,party,state,lis_member_id,vote_cast
151,Young (R-IN),Todd,Young,R,IN,S391,Nay
152,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
152,Barrasso (R-WY),John,Barrasso,R,WY,S317,Not Voting
152,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
152,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Not Voting
152,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
152,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
152,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
152,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
152,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
152,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
152,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
152,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
152,Capito (R-WV),Shelley,Capito,R,WV,S372,Nay
152,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
152,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
152,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
152,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
152,Collins (R-ME),Susan,Collins,R,ME,S252,Yea
152,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
152,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
152,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
152,Cotton (R-AR),Tom,Cotton,R,AR,S374,Nay
152,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
152,Crapo (R-ID),Mike,Crapo,R,ID,S266,Nay
152,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
152,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
152,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
152,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
152,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
152,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Yea
152,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
152,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
152,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
152,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
152,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Nay
152,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
152,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
152,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
152,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
152,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
152,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
152,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
152,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Nay
152,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
152,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
152,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
152,Kennedy (R-LA),John,Kennedy,R,LA,S389,Yea
152,King (I-ME),Angus,King,I,ME,S363,Yea
152,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
152,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
152,Lee (R-UT),Mike,Lee,R,UT,S346,Nay
152,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
152,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Not Voting
152,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
152,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
152,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
152,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Yea
152,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
152,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
152,Moran (R-KS),Jerry,Moran,R,KS,S347,Nay
152,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
152,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Yea
152,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
152,Murray (D-WA),Patty,Murray,D,WA,S229,Not Voting
152,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
152,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
152,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
152,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
152,Reed (D-RI),John,Reed,D,RI,S259,Yea
152,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Nay
152,Risch (R-ID),James,Risch,R,ID,S323,Nay
152,Romney (R-UT),Mitt,Romney,R,UT,S401,Nay
152,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
152,Rounds (R-SD),Mike,Rounds,R,SD,S381,Nay
152,Rubio (R-FL),Marco,Rubio,R,FL,S350,Nay
152,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
152,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
152,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
152,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
152,Scott (R-FL),Rick,Scott,R,FL,S404,Not Voting
152,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
152,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
152,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
152,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
152,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
152,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Nay
152,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
152,Thune (R-SD),John,Thune,R,SD,S303,Nay
152,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Yea
152,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Nay
152,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
152,Vance (R-OH),J.,Vance,R,OH,S421,Nay
152,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
152,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
152,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
152,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
152,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Not Voting
152,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
152,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
152,Young (R-IN),Todd,Young,R,IN,S391,Nay
153,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
153,Barrasso (R-WY),John,Barrasso,R,WY,S317,Not Voting
153,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
153,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
153,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
153,Booker (D-NJ),Cory,Booker,D,NJ,S370,Not Voting
153,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
153,Braun (R-IN),Mike,Braun,R,IN,S397,Not Voting
153,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
153,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
153,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
153,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
153,Capito (R-WV),Shelley,Capito,R,WV,S372,Yea
153,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
153,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
153,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
153,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
153,Collins (R-ME),Susan,Collins,R,ME,S252,Yea
153,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
153,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
153,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
153,Cotton (R-AR),Tom,Cotton,R,AR,S374,Nay
153,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
153,Crapo (R-ID),Mike,Crapo,R,ID,S266,Yea
153,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
153,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
153,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
153,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
153,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
153,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Yea
153,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
153,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
153,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
153,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
153,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Yea
153,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
153,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
153,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
153,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
153,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
153,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
153,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
153,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Not Voting
153,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
153,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
153,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
153,Kennedy (R-LA),John,Kennedy,R,LA,S389,Yea
153,King (I-ME),Angus,King,I,ME,S363,Yea
153,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
153,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
153,Lee (R-UT),Mike,Lee,R,UT,S346,Nay
153,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
153,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Nay
153,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
153,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
153,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
153,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Yea
153,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
153,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
153,Moran (R-KS),Jerry,Moran,R,KS,S347,Yea
153,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
153,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Yea
153,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
153,Murray (D-WA),Patty,Murray,D,WA,S229,Yea
153,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
153,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
153,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
153,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
153,Reed (D-RI),John,Reed,D,RI,S259,Yea
153,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Yea
153,Risch (R-ID),James,Risch,R,ID,S323,Yea
153,Romney (R-UT),Mitt,Romney,R,UT,S401,Yea
153,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
153,Rounds (R-SD),Mike,Rounds,R,SD,S381,Yea
153,Rubio (R-FL),Marco,Rubio,R,FL,S350,Nay
153,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
153,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
153,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
153,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
153,Scott (R-FL),Rick,Scott,R,FL,S404,Not Voting
153,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
153,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
153,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
153,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
153,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
153,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Yea
153,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
153,Thune (R-SD),John,Thune,R,SD,S303,Nay
153,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Yea
153,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Nay
153,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
153,Vance (R-OH),J.,Vance,R,OH,S421,Nay
153,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
153,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
153,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
153,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
153,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Yea
153,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
153,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
153,Young (R-IN),Todd,Young,R,IN,S391,Yea
154,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
154,Barrasso (R-WY),John,Barrasso,R,WY,S317,Nay
154,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
154,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
154,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
154,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
154,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
154,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
154,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
154,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
154,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
154,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
154,Capito (R-WV),Shelley,Capito,R,WV,S372,Yea
154,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
154,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
154,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
154,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
154,Collins (R-ME),Susan,Collins,R,ME,S252,Yea
154,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
154,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
154,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
154,Cotton (R-AR),Tom,Cotton,R,AR,S374,Nay
154,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
154,Crapo (R-ID),Mike,Crapo,R,ID,S266,Yea
154,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
154,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
154,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
154,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
154,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
154,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Yea
154,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
154,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
154,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
154,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
154,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Yea
154,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
154,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
154,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
154,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
154,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
154,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
154,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
154,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Nay
154,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
154,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
154,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
154,Kennedy (R-LA),John,Kennedy,R,LA,S389,Yea
154,King (I-ME),Angus,King,I,ME,S363,Yea
154,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
154,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
154,Lee (R-UT),Mike,Lee,R,UT,S346,Nay
154,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
154,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Nay
154,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
154,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
154,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
154,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Yea
154,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
154,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
154,Moran (R-KS),Jerry,Moran,R,KS,S347,Yea
154,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
154,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Yea
154,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
154,Murray (D-WA),Patty,Murray,D,WA,S229,Yea
154,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
154,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
154,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
154,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
154,Reed (D-RI),John,Reed,D,RI,S259,Yea
154,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Yea
154,Risch (R-ID),James,Risch,R,ID,S323,Yea
154,Romney (R-UT),Mitt,Romney,R,UT,S401,Yea
154,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
154,Rounds (R-SD),Mike,Rounds,R,SD,S381,Yea
154,Rubio (R-FL),Marco,Rubio,R,FL,S350,Nay
154,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
154,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
154,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
154,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
154,Scott (R-FL),Rick,Scott,R,FL,S404,Nay
154,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
154,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
154,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
154,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
154,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
154,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Yea
154,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
154,Thune (R-SD),John,Thune,R,SD,S303,Nay
154,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Not Voting
154,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Nay
154,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
154,Vance (R-OH),J.,Vance,R,OH,S421,Nay
154,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
154,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
154,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
154,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
154,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Yea
154,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
154,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
154,Young (R-IN),Todd,Young,R,IN,S391,Yea
155,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
155,Barrasso (R-WY),John,Barrasso,R,WY,S317,Nay
155,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
155,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
155,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
155,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
155,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
155,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
155,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
155,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
155,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
155,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
155,Capito (R-WV),Shelley,Capito,R,WV,S372,Nay
155,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
155,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
155,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
155,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
155,Collins (R-ME),Susan,Collins,R,ME,S252,Nay
155,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
155,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
155,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
155,Cotton (R-AR),Tom,Cotton,R,AR,S374,Nay
155,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
155,Crapo (R-ID),Mike,Crapo,R,ID,S266,Nay
155,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
155,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
155,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
155,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
155,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
155,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Yea
155,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
155,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
155,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
155,Graham (R-SC),Lindsey,Graham,R,SC,S293,Nay
155,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Nay
155,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
155,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
155,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
155,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
155,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
155,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
155,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
155,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Nay
155,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
155,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
155,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
155,Kennedy (R-LA),John,Kennedy,R,LA,S389,Nay
155,King (I-ME),Angus,King,I,ME,S363,Yea
155,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
155,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
155,Lee (R-UT),Mike,Lee,R,UT,S346,Nay
155,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
155,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Nay
155,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
155,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
155,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
155,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Nay
155,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
155,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
155,Moran (R-KS),Jerry,Moran,R,KS,S347,Nay
155,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
155,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Nay
155,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
155,Murray (D-WA),Patty,Murray,D,WA,S229,Yea
155,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
155,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
155,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
155,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
155,Reed (D-RI),John,Reed,D,RI,S259,Yea
155,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Nay
155,Risch (R-ID),James,Risch,R,ID,S323,Nay
155,Romney (R-UT),Mitt,Romney,R,UT,S401,Nay
155,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
155,Rounds (R-SD),Mike,Rounds,R,SD,S381,Nay
155,Rubio (R-FL),Marco,Rubio,R,FL,S350,Nay
155,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
155,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
155,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
155,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
155,Scott (R-FL),Rick,Scott,R,FL,S404,Nay
155,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
155,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
155,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
155,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
155,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
155,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Nay
155,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
155,Thune (R-SD),John,Thune,R,SD,S303,Nay
155,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Nay
155,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Not Voting
155,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
155,Vance (R-OH),J.,Vance,R,OH,S421,Nay
155,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
155,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
155,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
155,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
155,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Yea
155,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
155,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
155,Young (R-IN),Todd,Young,R,IN,S391,Nay
156,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
156,Barrasso (R-WY),John,Barrasso,R,WY,S317,Nay
156,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
156,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
156,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
156,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
156,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
156,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
156,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
156,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
156,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
156,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
156,Capito (R-WV),Shelley,Capito,R,WV,S372,Nay
156,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
156,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
