Owner,Ticker,Asset Name,Asset Type,Transaction Type,Transaction Date,Amount
Spouse,TGT,Target Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,STI,SunTrust Banks; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,SU,Suncor Energy Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,STT,State Street Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,SO,The Southern Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,SLB,Schlumberger Limited,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,SNY,Sanofi,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,SABR,Sabre Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,RTN,Raytheon Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,PSA,Public Storage,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,PRU,Prudential Financial; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,PG,The Procter & Gamble Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,PFE,Pfizer Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,PAYX,Paychex; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,PPL,PPL Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MS,Morgan Stanley,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,TAP,Molson Coors Brewing Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MSFT,Microsoft Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MET,MetLife; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MRK,Merck & Co.; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MXIM,Maxim Integrated Products; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MMC,Marsh & McLennan Companies; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,MTB,M&T Bank Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
